,Unnamed: 0,shoptitle,prices,areaa,links,front,street_width,age
13,13,محل للإيجار في شارع فتح مكة ، حي بدر ، الرياض ، الرياض,"50,000 ريال",98 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-فتح-مكة-حي-بدر-الرياض-الرياض-2512025,غرب,40 م, 3 سنة
14,14,محل للإيجار في شارع هارون الرشيد الفرعي ، حي السلي ، الرياض ، الرياض,"15,000 ريال",35 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-السلي/شارع-هارون-الرشيد-الفرعي-حي-السلي-الرياض-الرياض-2724042,غرب,60 م, 11 سنة
15,15,محل للإيجار في شارع فتح مكة ، حي بدر ، الرياض ، الرياض,"24,000 ريال",50 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-فتح-مكة-حي-بدر-الرياض-الرياض-2723272,جنوب,,
16,16,محل للإيجار في شارع ام عمارة ، حي بدر ، الرياض,"5,000 ريال",36 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-ام-عمارة-حي-بدر-الرياض-1375167,شمال,30 م, 15 سنة
17,17,محل للإيجار في شارع ام عمارة ، حي بدر ، الرياض,"7,000 ريال",30 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-ام-عمارة-حي-بدر-الرياض-1375155,شمال,30 م, 15 سنة
18,18,محل للإيجار في طريق الخرج ، حي المدينة الصناعية الجديدة ، الرياض ، الرياض,"35,000 ريال",80 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-المدينة-الصناعية-الجديدة/طريق-الخرج-حي-المدينة-الصناعية-الجديدة-الرياض-الرياض-2669254,غرب,,
19,19,محل للإيجار في شارع الشباب ، حي العزيزية ، الرياض,"60,000 ريال",150 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/شارع-الشباب-حي-العزيزية-الرياض-88548,غرب,40 م, 2 سنة
20,20,محل للإيجار في شارع الشباب ، حي العزيزية ، الرياض,"25,000 ريال",80 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/شارع-الشباب-حي-العزيزية-الرياض-622225,غرب,40 م, 5 سنة
21,21,محل للإيجار في حي العزيزية ، الرياض ، الرياض,"50,000 ريال",70 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/حي-العزيزية-الرياض-الرياض-2612907,غرب,16 م,جديد
22,22,محل للإيجار في حي عكاظ ، الرياض ، الرياض,"15,000 ريال",72 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-عكاظ/حي-عكاظ-الرياض-الرياض-3014716,شمال,,
23,23,محل للإيجار في طريق الخرج ، حي المصفاة ، الرياض ، الرياض,"38,000 ريال",70 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-المصفاة/طريق-الخرج-حي-المصفاة-الرياض-الرياض-2797596,جنوب شرقي,60 م,جديد
24,24,محل للإيجار في شارع عبدالله الخالدي ، حي المناخ ، الرياض ، الرياض,"28,000 ريال",96 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-المناخ/شارع-عبدالله-الخالدي-حي-المناخ-الرياض-الرياض-2713404,غرب,30 م, 5 سنة
25,25,محل للإيجار في شارع عبد الله الخالدي ، حي المناخ ، الرياض ، الرياض,"13,000 ريال",32 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-المناخ/شارع-عبد-الله-الخالدي-حي-المناخ-الرياض-الرياض-2713562,غرب,30 م, 12 سنة
26,26,محل للإيجار في حي المناخ ، الرياض ، الرياض,"21,000 ريال",48 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-المناخ/حي-المناخ-الرياض-الرياض-2713388,جنوب,40 م, 5 سنة
27,27,محل للإيجار في شارع عبدالله الخالدي ، حي المناخ ، الرياض ، الرياض,"15,000 ريال",48 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-المناخ/شارع-عبدالله-الخالدي-حي-المناخ-الرياض-الرياض-2713417,غرب,,
28,28,"محل للإيجار في شارع السمح بن مالك, الدفاع, الرياض","80,000 ريال",240 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدفاع/شارع-السمح-بن-مالك-الدفاع-الرياض-818632,جنوب,35 م,جديد
29,29,محل للإيجار في شارع الامام مسلم ، حي بدر ، الرياض ، الرياض,"70,000 ريال",1500 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-الامام-مسلم-حي-بدر-الرياض-الرياض-2614927,شمال,,
30,30,محل للإيجار في حي الدار البيضاء ، الرياض ، الرياض,"15,000 ريال",44 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/حي-الدار-البيضاء-الرياض-الرياض-2419802,شمال,30 م, 12 سنة
31,31,محل للإيجار في شارع ابن ماجد ، حي الشفا ، الرياض,"20,000 ريال",70 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الشفا/شارع-ابن-ماجد-حي-الشفا-الرياض-1564930,شمال,30 م, 8 سنة
32,32,محل للإيجار في حي العزيزية ، الرياض,"40,000 ريال",50 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/حي-العزيزية-الرياض-1837648,شرق,,
33,33,محل للإيجار في الرياض ، حي الدار البيضاء ، الرياض,"15,000 ريال",30 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/الرياض-حي-الدار-البيضاء-الرياض-2463899,جنوب,30 م, 12 سنة
34,34,محل للإيجار في شارع محمد رشيد رضا ، حي العزيزية ، الرياض,"17,000 ريال",50 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/شارع-محمد-رشيد-رضا-حي-العزيزية-الرياض-1628326,جنوب غربي,40 م, 10 سنة
35,35,محل للإيجار في شارع الامام مسلم ، حي بدر ، الرياض ، الرياض,"65,000 ريال",156 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-الامام-مسلم-حي-بدر-الرياض-الرياض-2384010,شرق,60 م,جديد
36,36,محل للإيجار في طريق ابن تيمية ، حي بدر ، الرياض ، الرياض,"25,000 ريال",120 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/طريق-ابن-تيمية-حي-بدر-الرياض-الرياض-2002435,شمال,60 م, 15 سنة
37,37,"محل للإيجار في شارع محمد رشيد رضا, الدار البيضاء, الرياض","35,000 ريال",120 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/شارع-محمد-رشيد-رضا-الدار-البيضاء-الرياض-101196,شرق,40 م,جديد
38,38,محل للإيجار في شارع فتح مكة ، حي بدر ، الرياض,"50,000 ريال",200 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-فتح-مكة-حي-بدر-الرياض-1681992,جنوب شرقي,60 م,جديد
39,39,محل للإيجار في طريق ابن تيمية ، حي بدر ، الرياض,"85,000 ريال",160 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/طريق-ابن-تيمية-حي-بدر-الرياض-1113608,شمال,60 م, 2 سنة
40,40,محل للإيجار في طريق الخرج ، حي المناخ ، الرياض ، الرياض,"55,000 ريال",264 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-المناخ/طريق-الخرج-حي-المناخ-الرياض-الرياض-2580869,جنوب,,
41,41,محل للإيجار في شارع محمد رشيد رضا ، حي الدار البيضاء ، الرياض ، الرياض,"30,000 ريال",104 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/شارع-محمد-رشيد-رضا-حي-الدار-البيضاء-الرياض-الرياض-2893057,شرق,,
42,42,محل للإيجار في حي الدار البيضاء ، الرياض ، الرياض,"12,000 ريال",60 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/حي-الدار-البيضاء-الرياض-الرياض-2806595,جنوب,30 م,جديد
43,43,محل للإيجار في شارع محمد رشيد رضا ، حي الدار البيضاء ، الرياض ، الرياض,"50,000 ريال",800 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/شارع-محمد-رشيد-رضا-حي-الدار-البيضاء-الرياض-الرياض-2458593,شرق,40 م, 2 سنة
44,44,محل للإيجار في حي أحد ، الرياض ، الرياض,"12,000 ريال",32 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-أحد/حي-أحد-الرياض-الرياض-2480355,جنوب,36 م, 4 سنة
45,45,محل للإيجار في شارع ابن اللبان ، حي طيبة ، الرياض ، الرياض,"150,000 ريال",988 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-طيبة/شارع-ابن-اللبان-حي-طيبة-الرياض-الرياض-2398174,جنوب غربي,20 م, 8 سنة
46,46,محل للإيجار في حي العزيزية ، الرياض ، الرياض,"280,000 ريال",562 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/حي-العزيزية-الرياض-الرياض-2742325,جنوب غربي,50 م,جديد
47,47,محل للإيجار في شارع محمد رشيد رضا ، حي الدار البيضاء ، الرياض ، الرياض,"1,000 ريال",45 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/شارع-محمد-رشيد-رضا-حي-الدار-البيضاء-الرياض-الرياض-2153173,غرب,40 م, 5 سنة
48,48,محل للإيجار في شارع ابي تمام ، الرياض,"15,000 ريال",65 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الشفا/شارع-ابي-تمام-الرياض-1752935,غرب,30 م, 3 سنة
49,49,"محل للإيجار في العزيزية, الرياض","600,000 ريال",2100 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/شارع-ابراهيم-بن-خالد-حي-العزيزية-الرياض-الرياض-3049409,3 شوارع,,
50,50,محل للإيجار في شارع حزام الدوسري ، حي الدار البيضاء ، الرياض ، الرياض,"40,000 ريال",102 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/شارع-حزام-الدوسري-حي-الدار-البيضاء-الرياض-الرياض-3106434,شمال,60 م, 4 سنة
51,51,محل للإيجار في طريق ديراب الفرعي ، حي الشفا ، الرياض ، الرياض,"125,000 ريال",80 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الشفا/طريق-ديراب-الفرعي-حي-الشفا-الرياض-الرياض-3720848,شمال,80 م,جديد
52,52,محل للإيجار في شارع اسطنبول ، حي السلي ، الرياض ، الرياض,"30,000 ريال",40 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-السلي/شارع-اسطنبول-حي-السلي-الرياض-الرياض-3462575,شرق,60 م,جديد
53,53,محل للإيجار في شارع فتح مكة ، حي بدر ، الرياض ، الرياض,"18,000 ريال",40 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-فتح-مكة-حي-بدر-الرياض-الرياض-3508084,شمال,60 م, 13 سنة
54,54,محل للإيجار في طريق ابن تيمية ، حي الشفا ، الرياض ، الرياض,"60,000 ريال",84 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الشفا/طريق-ابن-تيمية-حي-الشفا-الرياض-الرياض-2952790,جنوب,,
55,55,محل للإيجار في طريق الامام مالك ، حي بدر ، الرياض ، الرياض,"15,000 ريال",48 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/طريق-الامام-مالك-حي-بدر-الرياض-الرياض-2723086,شرق,60 م, 10 سنة
56,56,محل للإيجار في طريق ابو عبيدة عامر بن الجراح ، حي الفيحاء ، الرياض ، الرياض,"16,000 ريال",50 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-السلي/طريق-ابو-عبيدة-عامر-بن-الجراح-حي-الفيحاء-الرياض-الرياض-3270543,جنوب,60 م, 9 سنة
57,57,محل للإيجار في شارع ابن ياسميني ، حي العزيزية ، الرياض ، الرياض,"5,000 ريال",35 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/شارع-ابن-ياسميني-حي-العزيزية-الرياض-الرياض-3460751,شرق,35 م, 10 سنة
58,58,محل للإيجار في شارع نهاوند ، حي العزيزية ، الرياض ، الرياض,"20,000 ريال",45 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/شارع-نهاوند-حي-العزيزية-الرياض-الرياض-3217213,شمال,,
59,59,محل للإيجار في طريق النصر ، حي العزيزية ، الرياض ، الرياض,"45,000 ريال",100 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/طريق-النصر-حي-العزيزية-الرياض-الرياض-3296248,شمال,60 م, 30 سنة
60,60,محل للإيجار في شارع الامام مسلم ، حي بدر ، الرياض ، الرياض,"20,000 ريال",50 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-الامام-مسلم-حي-بدر-الرياض-الرياض-3250614,غرب,60 م, 15 سنة
61,61,محل للإيجار في شارع نهاوند ، حي العزيزية ، الرياض ، الرياض,"7,000 ريال",40 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/شارع-نهاوند-حي-العزيزية-الرياض-الرياض-3234201,شمال,35 م, 3 سنة
62,62,محل للإيجار في حي السلي ، الرياض ، الرياض,"11,000 ريال",40 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-السلي/حي-السلي-الرياض-الرياض-3270081,شمال,30 م, 3 سنة
63,63,محل للإيجار في شارع النجائب ، حي بدر ، الرياض ، الرياض,"12,000 ريال",50 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-النجائب-حي-بدر-الرياض-الرياض-3444748,شمال,40 م, 5 سنة
64,64,محل للإيجار في حي المصانع ، الرياض ، الرياض,"15,000 ريال",40 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-المصانع/حي-المصانع-الرياض-الرياض-3280920,غرب,,
65,65,محل للإيجار في شارع ابن حجر ، حي الدار البيضاء ، الرياض ، الرياض,"12,000 ريال",50 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/شارع-ابن-حجر-حي-الدار-البيضاء-الرياض-الرياض-3178096,شمال,35 م,جديد
66,66,محل للإيجار في شارع الترمذي ، حي بدر ، الرياض ، الرياض,"80,000 ريال",145 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-الترمذي-حي-بدر-الرياض-الرياض-3404757,غرب,,
67,67,محل للإيجار في شارع الامام مسلم ، حي المروة ، الرياض ، الرياض,"84,500 ريال",130 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-المروة/شارع-الامام-مسلم-حي-المروة-الرياض-الرياض-3474301,غرب,60 م, 2 سنة
68,68,محل للإيجار في شارع الداخلة ، حي الدار البيضاء ، الرياض ، الرياض,"15,000 ريال",40 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/شارع-الداخلة-حي-الدار-البيضاء-الرياض-الرياض-3654306,جنوب شرقي,35 م,جديد
69,69,محل للإيجار في حي بدر ، الرياض ، الرياض,"10,000 ريال",35 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/حي-بدر-الرياض-الرياض-2461105,شمال,30 م, 7 سنة
70,70,محل للإيجار في الرياض ، حي السلي ، الرياض,"75,000 ريال",200 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-السلي/الرياض-حي-السلي-الرياض-2322338,شرق,60 م,جديد
71,71,محل للإيجار في طريق الخرج ، حي الدفاع ، الرياض ، الرياض,"55,000 ريال",500 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدفاع/طريق-الخرج-حي-الدفاع-الرياض-الرياض-2550877,غرب,60 م, 10 سنة
72,72,محل للإيجار في طريق ديراب ، حي المروة ، الرياض ، الرياض,"850,000 ريال",900 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-المروة/طريق-ديراب-حي-المروة-الرياض-الرياض-3204217,جنوب,100 م,جديد
73,73,محل للإيجار في حي ، شارع عبدالقادر الجزائري ، حي الدار البيضاء ، الرياض ، الرياض,"160,000 ريال",240 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/حي-شارع-عبدالقادر-الجزائري-حي-الدار-البيضاء-الرياض-الرياض-3616801,جنوب شرقي,36 م,جديد
74,74,محل للإيجار في شارع الترمذي ، حي بدر ، الرياض ، الرياض,"350,000 ريال",840 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-الترمذي-حي-بدر-الرياض-الرياض-3233582,شرق,35 م,جديد
75,75,محل للإيجار في شارع محمد رشيد رضا ، حي الدار البيضاء ، الرياض ، الرياض,"65,000 ريال",245 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/شارع-محمد-رشيد-رضا-حي-الدار-البيضاء-الرياض-الرياض-2337353,غرب,40 م, 3 سنة
76,76,محل للإيجار في طريق الارقم بن ابي الارقم ، حي العزيزية ، الرياض ، الرياض,"350,000 ريال",900 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/طريق-الارقم-بن-ابي-الارقم-حي-العزيزية-الرياض-الرياض-3241918,شمال غربي,60 م,جديد
77,77,محل للإيجار في حي ، شارع وادي هجر ، حي الدار البيضاء ، الرياض ، الرياض,"156,000 ريال",72 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/حي-شارع-وادي-هجر-حي-الدار-البيضاء-الرياض-الرياض-3681452,شمال,,
78,78,محل للإيجار في شارع الامام مسلم ، حي بدر ، الرياض ، الرياض,"13,000 ريال",32 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-الامام-مسلم-حي-بدر-الرياض-الرياض-3250604,غرب,60 م, 15 سنة
79,79,محل للإيجار في شارع الامام مسلم ، حي بدر ، الرياض,"7,000 ريال",25 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-بدر/شارع-الامام-مسلم-حي-بدر-الرياض-1348252,غرب,60 م, 5 سنة
80,80,"محل للإيجار في شارع اسطنبول, السلي, الرياض","45,000 ريال",120 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-السلي/شارع-اسطنبول-السلي-الرياض-835342,شرق,60 م,جديد
81,81,محل للإيجار في شارع اسطنبول ، الرياض,"15,000 ريال",40 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-السلي/شارع-اسطنبول-الرياض-702173,شرق,60 م,جديد
82,82,"محل للإيجار في شارع اسطنبول, السلي, الرياض","30,000 ريال",80 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-السلي/شارع-اسطنبول-السلي-الرياض-835341,شرق,60 م,جديد
83,83,"محل للإيجار في شارع اسطنبول, السلي, الرياض","15,000 ريال",40 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-السلي/شارع-اسطنبول-السلي-الرياض-701456,شرق,60 م,جديد
84,84,محل للإيجار في شارع اسطنبول ، حي السلي ، الرياض,"135,000 ريال",360 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-السلي/شارع-اسطنبول-حي-السلي-الرياض-991872,شرق,60 م,جديد
85,85,محل للإيجار في طريق المروة ، حي المشاعل ، الرياض ، الرياض,"12,000 ريال",40 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-المشاعل/طريق-المروة-حي-المشاعل-الرياض-الرياض-3449635,جنوب,60 م, 6 سنة
86,86,محل للإيجار في حي السلي ، الرياض ، الرياض,"20,000 ريال",40 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-السلي/حي-السلي-الرياض-الرياض-3703518,شمال,,
87,87,محل للإيجار في شارع المثنى بن حارثة ، حي الشفا ، الرياض ، الرياض,"25,000 ريال",54 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الشفا/شارع-المثنى-بن-حارثة-حي-الشفا-الرياض-الرياض-3506966,شمال شرقي,,
88,88,محل للإيجار في شارع بشر بن صفوان ، حي الشفا ، الرياض ، الرياض,"18,000 ريال",50 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الشفا/شارع-بشر-بن-صفوان-حي-الشفا-الرياض-الرياض-3440514,غرب,30 م, 12 سنة
89,89,محل للإيجار في شارع جبريل بن جميل ، حي المروة ، الرياض ، الرياض,"140,000 ريال",1375 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-المروة/شارع-جبريل-بن-جميل-حي-المروة-الرياض-الرياض-3639153,غرب,,
90,90,محل للإيجار في طريق العزيزية ، حي الدار البيضاء ، الرياض ، الرياض,"22,000 ريال",45 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/طريق-العزيزية-حي-الدار-البيضاء-الرياض-الرياض-3650108,غرب,,
91,91,محل للإيجار في حي ، طريق العزيزية ، حي الدار البيضاء ، الرياض ، الرياض,"70,000 ريال",265 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/حي-طريق-العزيزية-حي-الدار-البيضاء-الرياض-الرياض-3298803,شمال,60 م, 5 سنة
92,92,محل للإيجار في طريق فتح مكة ، حي الدار البيضاء ، الرياض ، الرياض,"60,000 ريال",220 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-الدار-البيضاء/طريق-فتح-مكة-حي-الدار-البيضاء-الرياض-الرياض-3288445,شمال,80 م,جديد
93,93,محل للإيجار في حي العزيزية ، الرياض ، الرياض,"90,000 ريال",150 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-العزيزية/حي-العزيزية-الرياض-الرياض-2736505,غرب,60 م, 6 سنة
94,94,محل للإيجار في حي المصانع ، الرياض ، الرياض,"1,000 ريال",3000 م²,/محلات-للإيجار/الرياض/جنوب-الرياض/حي-المصانع/حي-المصانع-الرياض-الرياض-3708480,جنوب شرقي,60 م,جديد
